Transaction,Type,Credit Line,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXTYKyBMeZCGvNrrfDVdAkenvhCLe5V,Interest,,NEXO,0.55816318,NEXO,0.55816318,$0.46,-,-,"approved / NEXO Interest Earned",2026-08-11 06:00:00
NXTWXzXsZIAirdc2hTiwKfmjSPg,Interest,,XRP,0.28181265,XRP,0.28181265,$0.70,-,-,"approved / XRP Interest Earned",2026-08-11 06:00:00
NXTuGRtRakbmJk6zmE20VYpGPQqLQMY9,Interest,,LINK,0.17751619,LINK,0.17751619,$2.60,-,-,"approved / LINK Interest Earned",2026-08-11 06:00:00
NXTJngNf4Y7PKJauD347Fz0L,Interest,,DOGE,2.63445535,DOGE,2.63445535,$0.58,-,-,"approved / DOGE Interest Earned",2026-08-11 06:00:00
NXTtTqOYznqdAp2omVme8HqHLFmHEOG,Interest,,SOL,0.02540863,SOL,0.02540863,$2.89,-,-,"approved / SOL Interest Earned",2026-08-11 06:00:00
NXTVETMXXQsVW1NL5CbAWT7dVr7,Interest,,ADA,0.48214987,ADA,0.48214987,$0.51,-,-,"approved / ADA Interest Earned",2026-08-11 06:00:00
NXTfe1J1ectTDZvZcWD1fAT,Exchange,,ETH,-0.14767522,NEXO,402.75060080,$443.03,0.00052249,ETH,"approved / Exchange ETH to NEXO",2026-08-11 00:00:00
NXTMlPysEpUffcql15dfVMpGvpbdim,Interest,,BTC,0.00021469,BTC,0.00021469,$16.76,-,-,"approved / BTC Interest Earned",2026-08-10 06:00:00
NXT0NNcOq8JeJTSphBsMb6qLQt0S,Interest,,ETH,0.00055664,ETH,0.00055664,$2.01,-,-,"approved / ETH Interest Earned",2026-08-10 06:00:00
NXTlw41zPaISI8vMXMyHdQAr,Interest,,NEXO,0.70198455,NEXO,0.70198455,$0.82,-,-,"approved / NEXO Interest Earned",2026-08-10 06:00:00
NXTEcD3BZ1k0IFB3ptG3TWhAgorUsle,Interest,,XRP,0.06356046,XRP,0.06356046,$0.09,-,-,"approved / XRP Interest Earned",2026-08-10 06:00:00
NXTw4PB6DNcNVNnLwLQf7ZoF,Interest,,LINK,0.32094881,LINK,0.32094881,$3.69,-,-,"approved / LINK Interest Earned",2026-08-10 06:00:00
NXTh0MLUj40YYFi1NmenX8W4Xdd2hvQ,Interest,,DOGE,2.36456620,DOGE,2.36456620,$0.65,-,-,"approved / DOGE Interest Earned",2026-08-10 06:00:00
NXTuUsNbwR81eGh32oUwWbpTHqV,Interest,,SOL,0.02139522,SOL,0.02139522,$1.51,-,-,"approved / SOL Interest Earned",2026-08-10 06:00:00
NXTE8v37WuNVNPtxstyybkR,Interest,,ADA,1.44525022,ADA,1.44525022,$0.65,-,-,"approved / ADA Interest Earned",2026-08-10 06:00:00
NXTGi3IxehBnDWqZy9GUwPG2MBfNxbHX,Exchange Cashback,,EURX,1.33180366,EURX,1.33180366,$1.72,-,-,"approved / 1 % on top of your Exchange transaction",2026-08-10 00:00:00
NXTlgn7hymZvauK7RkWkGCmazKL0mXA,Exchange,,XRP,-331.90230763,NEXO,452.59405586,$497.85,1.94104798,XRP,"approved / Exchange XRP to NEXO",2026-08-10 00:00:00
NXTdcQkMOM4nKRcmhwRy72chqcqKGHp8,Interest,,BTC,0.00020884,BTC,0.00020884,$14.03,-,-,"approved / BTC Interest Earned",2026-08-09 06:00:00
NXTZhhhmlOVf7NYlDxSwJl9pj8qtYR,Interest,,ETH,0.00181578,ETH,0.00181578,$3.82,-,-,"approved / ETH Interest Earned",2026-08-09 06:00:00
NXTysJK6MOGCkI2lhc4itwjsPe2iIS,Interest,,NEXO,0.94450989,NEXO,0.94450989,$1.13,-,-,"approved / NEXO Interest Earned",2026-08-09 06:00:00
NXT8fbz2zOterWzBZi30uOJ7xompJAhLv,Interest,,XRP,0.28222077,XRP,0.28222077,$0.42,-,-,"approved / XRP Interest Earned",2026-08-09 06:00:00
NXTvNT7IFVJBZos9xvYEA6hQ,Interest,,LINK,0.35890299,LINK,0.35890299,$7.49,-,-,"approved / LINK Interest Earned",2026-08-09 06:00:00
NXTZUMFzTaq55d39BkGr9aBT,Interest,,DOGE,0.95814919,DOGE,0.95814919,$0.24,-,-,"approved / DOGE Interest Earned",2026-08-09 06:00:00
NXTvrwc515PdBjHuy2MN0LvYoaPqu64jS,Interest,,SOL,0.02020791,SOL,0.02020791,$4.60,-,-,"approved / SOL Interest Earned",2026-08-09 06:00:00
NXTDaoIXuqNo1NVLnDNz9Fu,Interest,,ADA,1.71957974,ADA,1.71957974,$1.95,-,-,"approved / ADA Interest Earned",2026-08-09 06:00:00
NXT7tUhl91XTkjzJOJFkzaOLFzt992O5o,Credit Card Withdrawal Credit,Card,xUSD,-178.96000000,xUSD,178.96000000,$178.96,-,-,"authorized / Nexo Card Loan Withdrawal",2026-08-09 00:00:00
NXTGGDhtMdEOBZWEOdePed1bAvK,Exchange Credit,Card,xUSD,-178.96000000,EURX,162.89000000,$178.96,-,-,"authorized / Nexo Card Loan Withdrawal",2026-08-09 00:00:00
NXTFS5UxZXjkHep8uLbGkN3z9Pw30Ve,Nexo Card Purchase,Card,xUSD,-178.96000000,EURX,162.89000000,$178.96,-,-,"approved / LIDL FILIALE | MUNICH",2026-08-09 00:00:00
NXT0GidXIRKTms46QS2LQMm,Cashback,,NEXO,1.42695505,NEXO,1.42695505,$1.79,-,-,"approved / LIDL FILIALE | MUNICH",2026-08-09 00:00:00
NXTvJ4nWUkiA0c3bDZSYQz5sScuY,Interest,,BTC,0.00009604,BTC,0.00009604,$6.70,-,-,"approved / BTC Interest Earned",2026-08-08 06:00:00
NXTqnearSShFUtYu7SSVyDMq,Interest,,ETH,0.00397385,ETH,0.00397385,$9.77,-,-,"approved / ETH Interest Earned",2026-08-08 06:00:00
NXTMgC3uBMukxcFWvSA6H3veV5RkrA6,Interest,,NEXO,0.53425855,NEXO,0.53425855,$0.48,-,-,"approved / NEXO Interest Earned",2026-08-08 06:00:00
NXT20r7QMwOT1qzvvEEXOnpX,Interest,,XRP,0.26395787,XRP,0.26395787,$0.57,-,-,"approved / XRP Interest Earned",2026-08-08 06:00:00
NXTmlQ9Oq7jmDstfReBDOojlg,Interest,,LINK,0.40192775,LINK,0.40192775,$6.08,-,-,"approved / LINK Interest Earned",2026-08-08 06:00:00
NXTQdHOpramlMyJjTUhnApu,Interest,,DOGE,2.84327121,DOGE,2.84327121,$0.51,-,-,"approved / DOGE Interest Earned",2026-08-08 06:00:00
NXTiQbv04UBOegbe0r7aldAHDgXBwGK,Interest,,SOL,0.00848203,SOL,0.00848203,$1.57,-,-,"approved / SOL Interest Earned",2026-08-08 06:00:00
NXTj0XOSnMOFywlfo7GzyZb0uV39Y1xdc,Interest,,ADA,1.00338495,ADA,1.00338495,$0.93,-,-,"approved / ADA Interest Earned",2026-08-08 06:00:00
NXT8QTn2nRazoDdP16fVkjwktmRNy,Interest,,BTC,0.00020355,BTC,0.00020355,$17.13,-,-,"approved / BTC Interest Earned",2026-08-07 06:00:00
NXTbqBiDmTC7mNAtSDOtLG4uTMhB,Interest,,ETH,0.00128179,ETH,0.00128179,$2.49,-,-,"approved / ETH Interest Earned",2026-08-07 06:00:00
NXTakKWErBr2ZvM43GzWFJaew17WA,Interest,,NEXO,0.56914155,NEXO,0.56914155,$0.79,-,-,"approved / NEXO Interest Earned",2026-08-07 06:00:00
NXTH8RsxGP3UoMmfxDubmV85LGHlw,Interest,,XRP,0.29581670,XRP,0.29581670,$0.24,-,-,"approved / XRP Interest Earned",2026-08-07 06:00:00
NXToUUEJGIbf64kfi7gP34oqa2qs02,Interest,,LINK,0.13623507,LINK,0.13623507,$2.42,-,-,"approved / LINK Interest Earned",2026-08-07 06:00:00
NXT7txW5X1WvgnlvcKW4nJK6,Interest,,DOGE,3.90850545,DOGE,3.90850545,$1.52,-,-,"approved / DOGE Interest Earned",2026-08-07 06:00:00
NXTUWE2gB3zgVQjTYgdJLbqFeNz1cxAa,Interest,,SOL,0.01883125,SOL,0.01883125,$2.52,-,-,"approved / SOL Interest Earned",2026-08-07 06:00:00
NXTRqhWFGYKqCegTzaa9uDDy,Interest,,ADA,0.42143668,ADA,0.42143668,$0.12,-,-,"approved / ADA Interest Earned",2026-08-07 06:00:00
NXTFo7oQceVkqctdLGNycTfp,Exchange,,NEXO,-383.51263896,USDC,421.86390286,$421.86,3.11771010,NEXO,"approved / Exchange NEXO to USDC",2026-08-07 00:00:00
NXTMF1f3CTIJrwvNt5PjiqsVG3JwRk,Interest,,BTC,0.00033721,BTC,0.00033721,$23.29,-,-,"approved / BTC Interest Earned",2026-08-06 06:00:00
NXT8RW5ajNGSskLfS81cEjp4ryn,Interest,,ETH,0.00473080,ETH,0.00473080,$15.07,-,-,"approved / ETH Interest Earned",2026-08-06 06:00:00
NXT06WtMbaLKEGt6EkWjx6DqbZUyABb,Interest,,NEXO,0.44831985,NEXO,0.44831985,$0.50,-,-,"approved / NEXO Interest Earned",2026-08-06 06:00:00
NXTPS0Ce3su4ecv69Eu6FxOox3Q,Interest,,XRP,0.42229157,XRP,0.42229157,$0.53,-,-,"approved / XRP Interest Earned",2026-08-06 06:00:00
NXTjL3f23okyVxBAcChMW2hUVUILG,Interest,,LINK,0.47930202,LINK,0.47930202,$6.99,-,-,"approved / LINK Interest Earned",2026-08-06 06:00:00
NXToAJuy3JYZcIa2dXS2zgMvD,Interest,,DOGE,4.49832282,DOGE,4.49832282,$0.71,-,-,"approved / DOGE Interest Earned",2026-08-06 06:00:00
NXTMV6Do43n3YwgJVft2U81a,Interest,,SOL,0.01409063,SOL,0.01409063,$0.49,-,-,"approved / SOL Interest Earned",2026-08-06 06:00:00
NXTo69j0glnHNprl5g8oscZtLt9,Interest,,ADA,1.84700475,ADA,1.84700475,$2.05,-,-,"approved / ADA Interest Earned",2026-08-06 06:00:00
NXTztz7yoc7a5pDgyAFthPWty7b0,Deposit To Exchange,,EUR,1161.29000000,EURX,1161.29000000,$1212.88,1.18475544,EUR,"approved / EUR Top Up",2026-08-06 00:00:00
NXT4S8bH6VdPUvAylsHND6alV,Exchange Deposited On,,EUR,-1161.29000000,EURX,1161.29000000,$1212.88,-,-,"approved / EUR to EURX",2026-08-06 00:00:00
NXTJ64SLPzIdck6yOKkKBA6LBfA3HyX,Interest,,BTC,0.00017847,BTC,0.00017847,$11.63,-,-,"approved / BTC Interest Earned",2026-08-05 06:00:00
NXTC761w39HmqIayhLur3DZGLak7zJ,Interest,,ETH,0.00334790,ETH,0.00334790,$13.87,-,-,"approved / ETH Interest Earned",2026-08-05 06:00:00
NXTfSt1uYL55W0wQ6xRZYLOi33dGdcoHg,Interest,,NEXO,1.10505447,NEXO,1.10505447,$0.98,-,-,"approved / NEXO Interest Earned",2026-08-05 06:00:00
NXTkOcYfnicPiRLVYTUp6kk9,Interest,,XRP,0.39674678,XRP,0.39674678,$0.54,-,-,"approved / XRP Interest Earned",2026-08-05 06:00:00
NXTx4yNF1pStsDzcEdtB6KGK5JgEAf,Interest,,LINK,0.32942790,LINK,0.32942790,$3.76,-,-,"approved / LINK Interest Earned",2026-08-05 06:00:00
NXTorPOopwnwQuVjIPlEZTLoeL6TVg,Interest,,DOGE,2.00971343,DOGE,2.00971343,$0.51,-,-,"approved / DOGE Interest Earned",2026-08-05 06:00:00
NXTWYE1qRyENRWOkyZ664GZ,Interest,,SOL,0.00555261,SOL,0.00555261,$0.79,-,-,"approved / SOL Interest Earned",2026-08-05 06:00:00
NXTfXqolez4HRJQeI7DZOh5L5SBWsq6,Interest,,ADA,1.98672228,ADA,1.98672228,$1.26,-,-,"approved / ADA Interest Earned",2026-08-05 06:00:00
NXTURKcDiCRbWeMOkHHgiX8Fv9O2bwDeG,Interest,,BTC,0.00024384,BTC,0.00024384,$16.96,-,-,"approved / BTC Interest Earned",2026-08-04 06:00:00
NXTmurHJDlTcISQDCEdftpiJ8jwSLzNjl,Interest,,ETH,0.00114244,ETH,0.00114244,$3.60,-,-,"approved / ETH Interest Earned",2026-08-04 06:00:00
NXTp0Z369nIW6DH8OKNSKpKBBJEdFw,Interest,,NEXO,1.01869149,NEXO,1.01869149,$0.85,-,-,"approved / NEXO Interest Earned",2026-08-04 06:00:00
NXTd380HyT1ggBCzolr84JF50n1c,Interest,,XRP,0.38160950,XRP,0.38160950,$0.46,-,-,"approved / XRP Interest Earned",2026-08-04 06:00:00
NXTDkzktGh27SJc8fLHw1vd1wMe5,Interest,,LINK,0.37231512,LINK,0.37231512,$3.27,-,-,"approved / LINK Interest Earned",2026-08-04 06:00:00
NXTIddvyhnCPtFKSSYztuf14h0LKk,Interest,,DOGE,1.80428035,DOGE,1.80428035,$0.49,-,-,"approved / DOGE Interest Earned",2026-08-04 06:00:00
NXTDTjMxnXuwmjsb9TF2QqlUyK7oFq,Interest,,SOL,0.02349677,SOL,0.02349677,$0.69,-,-,"approved / SOL Interest Earned",2026-08-04 06:00:00
NXT0DDZl4MHoOSHfxDwBoFzT4IMhmuyz,Interest,,ADA,1.48757308,ADA,1.48757308,$1.72,-,-,"approved / ADA Interest Earned",2026-08-04 06:00:00
NXTwgQ8omn1y3Bk8GQVKJXbiY,Interest,,BTC,0.00041222,BTC,0.00041222,$28.76,-,-,"approved / BTC Interest Earned",2026-08-03 06:00:00
NXTNEV6RbivEL55DEh7AMh5XHU5Bxly,Interest,,ETH,0.00484103,ETH,0.00484103,$12.34,-,-,"approved / ETH Interest Earned",2026-08-03 06:00:00
NXTnBSCCWZNg71PM1mWpxdJYE7927,Interest,,NEXO,1.34236777,NEXO,1.34236777,$1.93,-,-,"approved / NEXO Interest Earned",2026-08-03 06:00:00
NXTus3OpyOUPMizgD1y7aX9tR,Interest,,XRP,0.12158209,XRP,0.12158209,$0.30,-,-,"approved / XRP Interest Earned",2026-08-03 06:00:00
NXTAQpPWC30EUJrFNs8p8bXFUIudxsYn,Interest,,LINK,0.30232537,LINK,0.30232537,$6.50,-,-,"approved / LINK Interest Earned",2026-08-03 06:00:00
NXTQA6rNHRJ7tsUwiNjg9Tu0ciB2K,Interest,,DOGE,3.74702164,DOGE,3.74702164,$0.74,-,-,"approved / DOGE Interest Earned",2026-08-03 06:00:00
NXTKyTQnsfqE9K2Au1Q0yut3,Interest,,SOL,0.02345105,SOL,0.02345105,$4.60,-,-,"approved / SOL Interest Earned",2026-08-03 06:00:00
NXTP0UVvxAKyITLwnjzyr5K5dWgd7Ghgg,Interest,,ADA,1.62996793,ADA,1.62996793,$0.69,-,-,"approved / ADA Interest Earned",2026-08-03 06:00:00
NXThDSl9HniJ8GVsekCCeMeuClnLxw3yR,Transfer Out,,ETH,-0.72347426,ETH,0.72347426,$2170.42,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2026-08-03 00:00:00
NXTFv6gbUVqqY71b9lI592Ds,Interest,,BTC,0.00022625,BTC,0.00022625,$18.13,-,-,"approved / BTC Interest Earned",2026-08-02 06:00:00
NXTEkaMTZwCKBI8Mf0BGpv0agdjT3PyB,Interest,,ETH,0.00291401,ETH,0.00291401,$8.04,-,-,"approved / ETH Interest Earned",2026-08-02 06:00:00
NXTmsXUQUSvp6xBqyUxWgdRcoTypo531H,Interest,,NEXO,0.51585596,NEXO,0.51585596,$0.57,-,-,"approved / NEXO Interest Earned",2026-08-02 06:00:00
NXTlpxUOMOcxRcLmVsnAQ8UnE3XN,Interest,,XRP,0.07286206,XRP,0.07286206,$0.17,-,-,"approved / XRP Interest Earned",2026-08-02 06:00:00
NXT5qinWrFwlZ7277765x1ewFS2H,Interest,,LINK,0.19433461,LINK,0.19433461,$3.69,-,-,"approved / LINK Interest Earned",2026-08-02 06:00:00
NXTOt7NCvWMH0a5eegubkuIKScjaJQ,Interest,,DOGE,1.73046933,DOGE,1.73046933,$0.44,-,-,"approved / DOGE Interest Earned",2026-08-02 06:00:00
NXTKIc9szrN0BTIdJUzoxMAjjWPRfI,Interest,,SOL,0.02579383,SOL,0.02579383,$3.48,-,-,"approved / SOL Interest Earned",2026-08-02 06:00:00
NXTBedwbORIovtjmQncpMm5Ak1iacR,Interest,,ADA,1.96552582,ADA,1.96552582,$0.83,-,-,"approved / ADA Interest Earned",2026-08-02 06:00:00
NXTt4NBnCrvPFc7v2Qly4BCHvLehLZXu,Deposit To Exchange,,EUR,966.57000000,EURX,966.57000000,$1049.46,-,-,"approved / EUR Top Up",2026-08-02 00:00:00
NXT8XNr10q49p38FxfSG9UPLoohXYpBIg,Exchange Deposited On,,EUR,-966.57000000,EURX,966.57000000,$1049.46,-,-,"approved / EUR to EURX",2026-08-02 00:00:00
NXTRi4b7881DHFKZ4GR4y3E,Interest,,BTC,0.00036026,BTC,0.00036026,$27.81,-,-,"approved / BTC Interest Earned",2026-08-01 06:00:00
NXTeAy60fOJIg7NHU9jNAb0EuIegDJjg,Interest,,ETH,0.00358058,ETH,0.00358058,$8.63,-,-,"approved / ETH Interest Earned",2026-08-01 06:00:00
NXTLZ7VgWBDZA4cBb7RjWY0,Interest,,NEXO,1.83414392,NEXO,1.83414392,$1.66,-,-,"approved / NEXO Interest Earned",2026-08-01 06:00:00
NXTSjtMghDvdsydVHYRbXigQ4,Interest,,XRP,0.21661364,XRP,0.21661364,$0.46,-,-,"approved / XRP Interest Earned",2026-08-01 06:00:00
NXTCLE4u64cPxNEOZsw0PZD6nmTFn,Interest,,LINK,0.08214079,LINK,0.08214079,$1.23,-,-,"approved / LINK Interest Earned",2026-08-01 06:00:00
NXTgIp1codrI2liEV4ZushoG,Interest,,DOGE,4.16171846,DOGE,4.16171846,$1.57,-,-,"approved / DOGE Interest Earned",2026-08-01 06:00:00
NXT5IasGdL4ABRFkISjtNM27XiT,Interest,,SOL,0.01425761,SOL,0.01425761,$0.68,-,-,"approved / SOL Interest Earned",2026-08-01 06:00:00
NXT7620JQMKp7adOz1SzTKS78,Interest,,ADA,1.95447285,ADA,1.95447285,$1.06,-,-,"approved / ADA Interest Earned",2026-08-01 06:00:00
NXTm0kcYakBlmIyQ5zwPAii9x3VUuc,Interest,,BTC,0.00029431,BTC,0.00029431,$26.22,-,-,"approved / BTC Interest Earned",2026-07-31 06:00:00
NXTOZz0IRdz8OhA17mUmIpUcOPyMMEQ,Interest,,ETH,0.00055399,ETH,0.00055399,$2.15,-,-,"approved / ETH Interest Earned",2026-07-31 06:00:00
NXThKkdb14AswEY5t8GnwZ1FX4sKa31p2,Interest,,NEXO,0.66982819,NEXO,0.66982819,$0.62,-,-,"approved / NEXO Interest Earned",2026-07-31 06:00:00
NXTnFoFlNQuOpgoBeHwEvxk6u7mfg,Interest,,XRP,0.11843774,XRP,0.11843774,$0.09,-,-,"approved / XRP Interest Earned",2026-07-31 06:00:00
NXT6dlAbTrloHT2TMCdWTgU6JI2FD,Interest,,LINK,0.17587414,LINK,0.17587414,$2.84,-,-,"approved / LINK Interest Earned",2026-07-31 06:00:00
NXTeL7VxFTnh89Tzazf2FfSvS7P5X7J,Interest,,DOGE,1.69713715,DOGE,1.69713715,$0.19,-,-,"approved / DOGE Interest Earned",2026-07-31 06:00:00
NXTF8fzFCwof8B7nuHVCi2yK,Interest,,SOL,0.02257625,SOL,0.02257625,$3.64,-,-,"approved / SOL Interest Earned",2026-07-31 06:00:00
NXT5I7Nnkuv7PV1ZEyBclXjruGdS,Interest,,ADA,1.71619188,ADA,1.71619188,$0.78,-,-,"approved / ADA Interest Earned",2026-07-31 06:00:00
NXTZqjMhe9CiYOyoabogg8fdzmeSBj,Interest,,BTC,0.00007884,BTC,0.00007884,$4.94,-,-,"approved / BTC Interest Earned",2026-07-30 06:00:00
NXTRUQWh0etc6Dr21MGw6obgRQ,Interest,,ETH,0.00396448,ETH,0.00396448,$12.58,-,-,"approved / ETH Interest Earned",2026-07-30 06:00:00
NXTF2eYB2jYKgUsp8ozXbR7ZMm8I,Interest,,NEXO,1.57286766,NEXO,1.57286766,$2.00,-,-,"approved / NEXO Interest Earned",2026-07-30 06:00:00
NXTKgyxvSdIziuum39QMqJF,Interest,,XRP,0.05410277,XRP,0.05410277,$0.11,-,-,"approved / XRP Interest Earned",2026-07-30 06:00:00
NXT3281EjupvZra8l9TrLK3j,Interest,,LINK,0.22874910,LINK,0.22874910,$3.76,-,-,"approved / LINK Interest Earned",2026-07-30 06:00:00
NXT0APzRH9uBzuD3hy1aLr4hF9wXVOz06,Interest,,DOGE,1.72646249,DOGE,1.72646249,$0.64,-,-,"approved / DOGE Interest Earned",2026-07-30 06:00:00
NXTAfHGNM4KG9OlvK7bJF4uPuvfPJQjw,Interest,,SOL,0.04745647,SOL,0.04745647,$4.76,-,-,"approved / SOL Interest Earned",2026-07-30 06:00:00
NXTcK9wQqdiKfdgV70LLX9KQ5tsYbsU,Interest,,ADA,0.73565544,ADA,0.73565544,$0.42,-,-,"approved / ADA Interest Earned",2026-07-30 06:00:00
NXTiW2yPHjTYwkbfbFcVyzVp,Manual Repayment,,USD,242.60937501,USD,0.00000000,$242.61,-,-,"approved / Fiat Repayment",2026-07-30 00:00:00
NXTWhcKXJI9jO4i95YBUgqKDH,Interest,,BTC,0.00031605,BTC,0.00031605,$22.85,-,-,"approved / BTC Interest Earned",2026-07-29 06:00:00
NXTFz8wTawir3ssOsrqwjorcv8WpO,Interest,,ETH,0.00332572,ETH,0.00332572,$13.28,-,-,"approved / ETH Interest Earned",2026-07-29 06:00:00
NXTWHlNNtOsv3PHZOulsvRUu1E,Interest,,NEXO,1.59982511,NEXO,1.59982511,$1.70,-,-,"approved / NEXO Interest Earned",2026-07-29 06:00:00
NXTr0e4rlcTqF63k6EI0IsUYcyT,Interest,,XRP,0.06094126,XRP,0.06094126,$0.05,-,-,"approved / XRP Interest Earned",2026-07-29 06:00:00
NXT669DHYJxVuiQoJtU6NQQfj0PVx,Interest,,LINK,0.11218024,LINK,0.11218024,$2.72,-,-,"approved / LINK Interest Earned",2026-07-29 06:00:00
NXTkJloBgQPZlgJ0hymqPLA70Oc,Interest,,DOGE,3.03366943,DOGE,3.03366943,$0.88,-,-,"approved / DOGE Interest Earned",2026-07-29 06:00:00
NXTiGL9qQuqmrhEW9bNUbXkuwMT,Interest,,SOL,0.00564949,SOL,0.00564949,$0.48,-,-,"approved / SOL Interest Earned",2026-07-29 06:00:00
NXTdvOWRkzBDcY4yXkKwWHXKdg,Interest,,ADA,1.33041656,ADA,1.33041656,$0.79,-,-,"approved / ADA Interest Earned",2026-07-29 06:00:00
NXTkJz3APA5ZaW0P670vV2d,Interest,,BTC,0.00021036,BTC,0.00021036,$18.19,-,-,"approved / BTC Interest Earned",2026-07-28 06:00:00
NXTfFMzcnNFXXXGs7HH6Ui8BOSLB,Interest,,ETH,0.00102562,ETH,0.00102562,$4.06,-,-,"approved / ETH Interest Earned",2026-07-28 06:00:00
NXTs0Gc7pDqt2CeMGvvmKqmmwaI,Interest,,NEXO,1.37897636,NEXO,1.37897636,$1.29,-,-,"approved / NEXO Interest Earned",2026-07-28 06:00:00
NXTd68KifzU7H1COlPMxy0ea1eFRqMk,Interest,,XRP,0.13392672,XRP,0.13392672,$0.30,-,-,"approved / XRP Interest Earned",2026-07-28 06:00:00
NXT6FR16H1umE7Rte19jsu5x,Interest,,LINK,0.34731410,LINK,0.34731410,$6.23,-,-,"approved / LINK Interest Earned",2026-07-28 06:00:00
NXT2BL81JdjnRshuaaVRJRKmvfFn53,Interest,,DOGE,3.64208226,DOGE,3.64208226,$1.42,-,-,"approved / DOGE Interest Earned",2026-07-28 06:00:00
NXTAuukxkS6BR0et8RHJEc0D1i,Interest,,SOL,0.02832260,SOL,0.02832260,$4.49,-,-,"approved / SOL Interest Earned",2026-07-28 06:00:00
NXTLm6e5t52RULDyOoiTld3WZ,Interest,,ADA,0.33528361,ADA,0.33528361,$0.24,-,-,"approved / ADA Interest Earned",2026-07-28 06:00:00
NXTW2VdrR6vrA6T6FRlkzcxmfjEZBCA,Interest,,BTC,0.00037046,BTC,0.00037046,$28.04,-,-,"approved / BTC Interest Earned",2026-07-27 06:00:00
NXT2uQdq2LHwvd69M1zwG6E,Interest,,ETH,0.00225481,ETH,0.00225481,$8.44,-,-,"approved / ETH Interest Earned",2026-07-27 06:00:00
NXTjzL3UX73ieF1EyH27y0FxbkAr25q,Interest,,NEXO,0.32986000,NEXO,0.32986000,$0.35,-,-,"approved / NEXO Interest Earned",2026-07-27 06:00:00
NXTyeEA4yfGwDYrh0a2Dew11w4,Interest,,XRP,0.10135912,XRP,0.10135912,$0.06,-,-,"approved / XRP Interest Earned",2026-07-27 06:00:00
NXTZDuw4xByRu6waUMMZCLUveqPm,Interest,,LINK,0.17784041,LINK,0.17784041,$3.87,-,-,"approved / LINK Interest Earned",2026-07-27 06:00:00
NXTQpcauWP1IXSnOY8ZG0vOy2fXZwAl,Interest,,DOGE,2.85123252,DOGE,2.85123252,$0.95,-,-,"approved / DOGE Interest Earned",2026-07-27 06:00:00
NXTTmO3S8N5xdL5XoChRxeSj0uBd7,Interest,,SOL,0.04288599,SOL,0.04288599,$7.65,-,-,"approved / SOL Interest Earned",2026-07-27 06:00:00
NXTvcycxJq5BadXW14CVv5yd1OGZ,Interest,,ADA,1.22542609,ADA,1.22542609,$0.77,-,-,"approved / ADA Interest Earned",2026-07-27 06:00:00
NXTdGejwu1CJ6wPeysNSHGbLdXbNRUu,Manual Repayment,,USD,335.79431438,USD,0.00000000,$335.79,-,-,"approved / Fiat Repayment",2026-07-27 00:00:00
NXTROTgLrBFRoGUMklMlfworcCLPgNAe,Interest,,BTC,0.00028475,BTC,0.00028475,$18.27,-,-,"approved / BTC Interest Earned",2026-07-26 06:00:00
NXThKvGhSqDXmLNWtBmIv2RiiCs,Interest,,ETH,0.00194427,ETH,0.00194427,$6.96,-,-,"approved / ETH Interest Earned",2026-07-26 06:00:00
NXTVufC11BC4eXVNlPaaYXJIfkL,Interest,,NEXO,0.96074809,NEXO,0.96074809,$1.43,-,-,"approved / NEXO Interest Earned",2026-07-26 06:00:00
NXTmxU2k9uEHGE3ie36XX0W5gAgxM,Interest,,XRP,0.13533609,XRP,0.13533609,$0.10,-,-,"approved / XRP Interest Earned",2026-07-26 06:00:00
NXTFUbrnKhsvRi8KqTE4Kg3VBYo,Interest,,LINK,0.34793714,LINK,0.34793714,$4.32,-,-,"approved / LINK Interest Earned",2026-07-26 06:00:00
NXT2KeAjW5SU0Ye4x4mFPASue7,Interest,,DOGE,2.25822885,DOGE,2.25822885,$0.94,-,-,"approved / DOGE Interest Earned",2026-07-26 06:00:00
NXTzA9mWnVeszDxEEWYJH9ba2sOF,Interest,,SOL,0.00908091,SOL,0.00908091,$1.19,-,-,"approved / SOL Interest Earned",2026-07-26 06:00:00
NXTQxYIg0kdrwmPKbjngr0Pv47KV,Interest,,ADA,0.62883558,ADA,0.62883558,$0.38,-,-,"approved / ADA Interest Earned",2026-07-26 06:00:00
NXTraXWUSwvQ5dqudXPOnUbiXa,Transfer Out,,ETH,-0.67507257,ETH,0.67507257,$2025.22,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2026-07-26 00:00:00
NXTpHd7PXp7ZqQ5svKjHvUSPP3A7,Withdrawal,,SOL,-3.40498799,SOL,3.40498799,$476.70,-,-,"approved / SOL withdrawal",2026-07-26 00:00:00
NXTgag6Lyj5XmkGhwqipjr5jMGW,Interest,,BTC,0.00019201,BTC,0.00019201,$13.81,-,-,"approved / BTC Interest Earned",2026-07-25 06:00:00
NXTmH9ksSLLNqLm5gH4lGmYmWX7v,Interest,,ETH,0.00488073,ETH,0.00488073,$13.77,-,-,"approved / ETH Interest Earned",2026-07-25 06:00:00
